"Data Medicao,Populacao_Estimada,Tipo_Dado_Populacao,DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr)),NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número),TEMPERATURA MAXIMA MEDIA, MENSAL(°C),TEMPERATURA MEDIA COMPENSADA, MENSAL(°C),TEMPERATURA MINIMA MEDIA, MENSAL(°C)"
"2002-09-30,168859.0,Interpolação Linear,0.0,6.0,35.6,28.5,22.8"
"2002-10-31,169833.293103,Interpolação Linear,0.0,13.0,35.1,27.6,22.3"
"2002-11-30,170788.775862,Interpolação Linear,18.0,14.0,34.7,27.5,22.5"
"2002-12-31,171763.068966,Interpolação Linear,18.0,22.0,32.0,26.2,22.5"
"2003-01-31,172737.362069,Interpolação Linear,18.0,21.0,32.7,26.6,22.4"
"2003-02-28,173661.810345,Interpolação Linear,0.0,17.0,32.4,26.4,22.4"
"2003-03-31,174636.103448,Interpolação Linear,18.0,22.0,31.5,25.7,21.8"
"2003-04-30,175591.586207,Interpolação Linear,0.0,15.0,33.8,26.8,21.9"
"2003-05-31,176565.87931,Interpolação Linear,0.0,10.0,33.3,26.7,21.6"
"2003-06-30,177521.362069,Interpolação Linear,9.0,0.0,34.5,26.0,18.7"
"2003-07-31,178495.655172,Interpolação Linear,9.0,0.0,34.7,26.1,19.1"
"2003-08-31,179469.948276,Interpolação Linear,0.0,5.0,36.3,27.9,21.4"
"2003-09-30,180425.431034,Interpolação Linear,9.0,4.0,37.2,29.3,23.5"
"2003-10-31,181399.724138,Interpolação Linear,18.0,13.0,33.9,27.5,22.7"
"2003-11-30,182355.206897,Interpolação Linear,0.0,20.0,31.9,26.3,22.3"
"2003-12-31,183329.5,Interpolação Linear,0.0,15.0,32.0,26.5,22.2"
"2004-01-31,184303.793103,Interpolação Linear,36.0,28.0,30.7,25.7,22.5"
"2004-02-29,185247.017241,Interpolação Linear,0.0,19.0,30.5,25.7,22.5"
"2004-03-31,186221.310345,Interpolação Linear,0.0,21.0,31.6,26.0,22.6"
"2004-04-30,187176.793103,Interpolação Linear,0.0,13.0,32.7,26.7,22.6"
"2004-05-31,188151.086207,Interpolação Linear,0.0,1.0,34.6,27.5,22.5"
"2004-06-30,189106.568966,Interpolação Linear,0.0,1.0,34.2,26.4,20.4"
"2004-07-31,190080.862069,Interpolação Linear,9.0,0.0,34.5,26.5,20.2"
"2004-08-31,191055.155172,Interpolação Linear,0.0,0.0,36.2,28.0,21.0"
"2004-09-30,192010.637931,Interpolação Linear,5.0,1.0,37.2,29.7,23.9"
"2004-10-31,192984.931034,Interpolação Linear,0.0,11.0,33.6,27.4,22.7"
"2004-11-30,193940.413793,Interpolação Linear,0.0,11.0,33.2,27.2,22.8"
"2004-12-31,194914.706897,Interpolação Linear,0.0,15.0,32.7,26.7,22.4"
"2005-01-31,195889.0,Interpolação Linear,0.0,18.0,32.4,26.7,22.8"
"2005-02-28,196813.448276,Interpolação Linear,0.0,15.0,32.2,26.9,23.0"
"2005-03-31,197787.741379,Interpolação Linear,0.0,23.0,31.3,26.1,22.8"
"2005-04-30,198743.224138,Interpolação Linear,0.0,17.0,33.1,27.4,23.4"
"2005-05-31,199717.517241,Interpolação Linear,0.0,9.0,32.6,26.7,22.5"
"2005-06-30,200673.0,Interpolação Linear,0.0,0.0,33.6,26.9,22.1"
"2005-07-31,201647.293103,Interpolação Linear,0.0,0.0,34.6,26.3,19.6"
"2005-08-31,202621.586207,Interpolação Linear,5.0,0.0,36.5,28.6,22.4"
"2005-09-30,203577.068966,Interpolação Linear,0.0,4.0,36.8,29.7,24.1"
"2005-10-31,204551.362069,Interpolação Linear,0.0,8.0,35.3,28.4,23.0"
"2005-11-30,205506.844828,Interpolação Linear,0.0,16.0,33.1,27.3,23.0"
"2005-12-31,206481.137931,Interpolação Linear,0.0,20.0,31.1,26.2,22.6"
"2006-01-31,207455.431034,Interpolação Linear,0.0,14.0,33.1,27.0,22.4"
"2006-02-28,208379.87931,Interpolação Linear,0.0,15.0,31.5,25.9,22.1"
"2006-03-31,209354.172414,Interpolação Linear,0.0,21.0,31.1,26.1,22.5"
"2006-04-30,210309.655172,Interpolação Linear,0.0,23.0,30.3,25.6,22.3"
"2006-05-31,211283.948276,Interpolação Linear,0.0,15.0,31.6,26.1,22.6"
"2006-06-30,212239.431034,Interpolação Linear,0.0,0.0,33.1,25.8,20.4"
"2006-07-31,213213.724138,Interpolação Linear,0.0,0.0,34.1,26.2,20.0"
"2006-08-31,214188.017241,Interpolação Linear,0.0,3.0,36.4,28.3,21.8"
"2006-09-30,215143.5,Interpolação Linear,0.0,6.0,36.0,28.7,22.9"
"2006-10-31,216117.793103,Interpolação Linear,0.0,14.0,33.7,27.7,23.4"
"2006-11-30,217073.275862,Interpolação Linear,0.0,16.0,33.0,27.1,23.1"
"2006-12-31,218047.568966,Interpolação Linear,0.0,17.0,32.7,27.0,22.9"
"2007-01-31,219021.862069,Interpolação Linear,0.0,21.0,32.6,26.7,22.7"
"2007-02-28,219946.310345,Interpolação Linear,0.0,23.0,30.1,25.1,22.0"
"2007-03-31,220920.603448,Interpolação Linear,0.0,14.0,33.1,27.0,22.5"
"2007-04-30,221876.086207,Interpolação Linear,0.0,14.0,32.8,26.9,22.9"
"2007-05-31,222850.37931,Interpolação Linear,0.0,4.0,34.5,27.5,22.1"
"2007-06-30,223805.862069,Interpolação Linear,0.0,0.0,34.6,26.8,20.8"
"2007-07-31,224780.155172,Interpolação Linear,0.0,0.0,35.5,27.4,20.6"
"2007-08-31,225754.448276,Interpolação Linear,0.0,0.0,36.7,28.8,22.7"
"2007-09-30,226709.931034,Interpolação Linear,0.0,3.0,37.3,29.8,24.2"
"2007-10-31,227684.224138,Interpolação Linear,0.0,7.0,36.0,28.9,23.3"
"2007-11-30,228639.706897,Interpolação Linear,0.0,13.0,33.2,27.3,22.5"
"2007-12-31,229614.0,Interpolação Linear,0.0,12.0,32.8,27.0,22.8"
"2008-01-31,230588.293103,Interpolação Linear,0.0,22.0,31.5,26.1,22.2"
"2008-02-29,231531.517241,Interpolação Linear,0.0,24.0,31.1,25.6,22.1"
"2008-03-31,232505.810345,Interpolação Linear,0.0,24.0,30.5,25.4,21.8"
"2008-04-30,233461.293103,Interpolação Linear,0.0,18.0,32.0,26.4,22.4"
"2008-05-31,234435.586207,Interpolação Linear,0.0,8.0,33.3,26.8,22.0"
"2008-06-30,235391.068966,Interpolação Linear,0.0,0.0,34.4,26.3,19.9"
"2008-07-31,236365.362069,Interpolação Linear,0.0,0.0,34.6,26.5,20.0"
"2008-08-31,237339.655172,Interpolação Linear,0.0,0.0,36.5,28.7,22.3"
"2008-09-30,238295.137931,Interpolação Linear,0.0,5.0,38.3,30.2,24.3"
"2008-10-31,239269.431034,Interpolação Linear,0.0,10.0,37.3,29.8,24.1"
"2008-11-30,240224.913793,Interpolação Linear,0.0,17.0,32.6,26.9,22.6"
"2008-12-31,241199.206897,Interpolação Linear,0.0,23.0,31.5,26.2,22.6"
"2009-01-31,242173.5,Interpolação Linear,0.0,19.0,33.1,26.9,22.8"
"2009-02-28,243097.948276,Interpolação Linear,0.0,21.0,31.5,25.8,22.1"
"2009-03-31,244072.241379,Interpolação Linear,0.0,23.0,32.1,26.4,22.5"
"2009-04-30,245027.724138,Interpolação Linear,0.0,19.0,31.4,26.2,23.0"
"2009-05-31,246002.017241,Interpolação Linear,0.0,14.0,31.5,25.8,21.9"
"2009-06-30,246957.5,Interpolação Linear,0.0,4.0,33.7,26.6,21.4"
"2009-07-31,247931.793103,Interpolação Linear,0.0,0.0,35.3,27.0,20.3"
"2009-08-31,248906.086207,Interpolação Linear,0.0,2.0,36.6,28.8,22.3"
"2009-09-30,249861.568966,Interpolação Linear,0.0,11.0,36.1,29.0,23.3"
"2009-10-31,250835.862069,Interpolação Linear,0.0,17.0,32.8,26.8,22.8"
"2009-11-30,251791.344828,Interpolação Linear,0.0,17.0,33.3,27.2,22.8"
"2009-12-31,252765.637931,Interpolação Linear,0.0,23.0,32.6,26.4,22.4"
"2010-01-01,228332.0,Dado Oficial (Censo/Estimativa),,,,,"
"2010-01-31,228956.166667,Interpolação Linear,0.0,18.0,32.8,26.7,22.3"
"2010-02-28,229559.833333,Interpolação Linear,0.0,16.0,33.9,27.5,23.5"
"2010-03-31,230184.0,Interpolação Linear,0.0,25.0,33.2,27.1,23.3"
"2010-04-30,230808.166667,Interpolação Linear,0.0,10.0,34.9,28.1,23.3"
"2010-05-31,231432.333333,Interpolação Linear,0.0,7.0,35.5,28.3,23.0"
"2010-06-30,232056.5,Interpolação Linear,0.0,1.0,35.8,27.6,21.2"
"2010-07-31,232680.666667,Interpolação Linear,9.0,0.0,35.9,28.0,22.5"
"2010-08-31,233304.833333,Interpolação Linear,9.0,0.0,37.2,28.8,22.1"
"2010-09-30,233929.0,Interpolação Linear,0.0,1.0,38.5,30.9,25.4"
"2010-10-31,234553.166667,Interpolação Linear,0.0,12.0,35.6,28.3,23.4"
"2010-11-30,235177.333333,Interpolação Linear,0.0,15.0,32.9,27.0,22.7"
"2010-12-31,235801.5,Interpolação Linear,0.0,14.0,31.9,26.6,23.0"
"2011-01-31,236425.666667,Interpolação Linear,0.0,22.0,31.1,25.5,21.9"
"2011-02-28,237029.333333,Interpolação Linear,0.0,23.0,30.6,25.2,21.8"
"2011-03-31,237653.5,Interpolação Linear,0.0,25.0,31.4,25.9,22.5"
"2011-04-30,238277.666667,Interpolação Linear,0.0,16.0,32.5,26.5,22.5"
"2011-05-31,238901.833333,Interpolação Linear,0.0,4.0,34.0,27.1,22.1"
"2011-06-30,239526.0,Interpolação Linear,0.0,0.0,35.0,27.0,20.5"
"2011-07-31,240150.166667,Interpolação Linear,0.0,1.0,35.2,27.0,20.7"
"2011-08-31,240774.333333,Interpolação Linear,0.0,0.0,37.7,29.3,22.4"
"2011-09-30,241398.5,Interpolação Linear,0.0,0.0,38.6,30.4,24.2"
"2011-10-31,242022.666667,Interpolação Linear,0.0,15.0,34.4,27.5,22.7"
"2011-11-30,242646.833333,Interpolação Linear,0.0,24.0,31.5,25.9,22.4"
"2011-12-31,243271.0,Interpolação Linear,0.0,21.0,32.5,26.4,22.4"
"2012-01-31,243895.166667,Interpolação Linear,0.0,24.0,30.4,24.9,21.4"
"2012-02-29,244519.333333,Interpolação Linear,0.0,17.0,31.5,25.4,21.5"
"2012-03-31,245143.5,Interpolação Linear,0.0,17.0,32.0,26.1,22.4"
"2012-04-30,245767.666667,Interpolação Linear,0.0,13.0,33.6,27.1,22.6"
"2012-05-31,246391.833333,Interpolação Linear,0.0,10.0,34.0,26.9,21.7"
"2012-06-30,247016.0,Interpolação Linear,0.0,4.0,34.9,27.2,21.1"
"2012-07-31,247640.166667,Interpolação Linear,0.0,0.0,35.9,27.1,19.9"
"2012-08-31,248264.333333,Interpolação Linear,9.0,0.0,36.4,28.2,22.1"
"2012-09-30,248888.5,Interpolação Linear,5.0,0.0,38.1,30.2,23.9"
"2012-10-31,249512.666667,Interpolação Linear,0.0,10.0,37.0,29.5,24.0"
"2012-11-30,250136.833333,Interpolação Linear,0.0,21.0,32.6,27.0,23.1"
"2012-12-31,250761.0,Interpolação Linear,0.0,18.0,33.3,27.0,22.8"
"2013-01-31,251385.166667,Interpolação Linear,0.0,25.0,31.7,26.2,22.6"
"2013-02-28,251988.833333,Interpolação Linear,0.0,16.0,32.7,26.5,22.4"
"2013-03-31,252613.0,Interpolação Linear,0.0,21.0,32.2,26.5,22.6"
"2013-04-30,253237.166667,Interpolação Linear,0.0,11.0,33.3,27.1,23.0"
"2013-05-31,253861.333333,Interpolação Linear,0.0,2.0,34.6,27.5,22.5"
"2013-06-30,254485.5,Interpolação Linear,0.0,2.0,35.8,27.5,21.7"
"2013-07-31,255109.666667,Interpolação Linear,9.0,0.0,37.1,28.2,21.8"
"2013-08-31,255733.833333,Interpolação Linear,9.0,1.0,38.3,29.2,22.2"
"2013-09-30,256358.0,Interpolação Linear,0.0,3.0,38.2,30.4,24.8"
"2013-10-31,256982.166667,Interpolação Linear,0.0,11.0,35.8,28.5,23.8"
"2013-11-30,257606.333333,Interpolação Linear,0.0,18.0,33.2,26.7,22.4"
"2013-12-31,258230.5,Interpolação Linear,0.0,23.0,31.1,25.8,22.3"
"2014-01-31,258854.666667,Interpolação Linear,0.0,25.0,31.8,25.7,21.7"
"2014-02-28,259458.333333,Interpolação Linear,0.0,23.0,31.1,25.4,21.9"
"2014-03-31,260082.5,Interpolação Linear,0.0,23.0,32.1,26.2,22.5"
"2014-04-30,260706.666667,Interpolação Linear,0.0,15.0,33.0,26.7,22.6"
"2014-05-31,261330.833333,Interpolação Linear,0.0,8.0,34.7,27.5,22.5"
"2014-06-30,261955.0,Interpolação Linear,9.0,0.0,35.8,27.2,20.9"
"2014-07-31,262579.166667,Interpolação Linear,0.0,0.0,36.5,27.7,21.3"
"2014-08-31,263203.333333,Interpolação Linear,9.0,0.0,38.0,28.9,21.8"
"2014-09-30,263827.5,Interpolação Linear,36.0,9.0,37.3,29.4,23.7"
"2014-10-31,264451.666667,Interpolação Linear,0.0,10.0,35.8,28.5,23.5"
"2014-11-30,265075.833333,Interpolação Linear,36.0,18.0,33.4,27.3,22.8"
"2014-12-31,265700.0,Interpolação Linear,0.0,18.0,32.5,26.6,22.6"
"2015-01-31,266324.166667,Interpolação Linear,0.0,21.0,32.8,26.5,22.1"
"2015-02-28,266927.833333,Interpolação Linear,0.0,21.0,32.1,26.0,22.1"
"2015-03-31,267552.0,Interpolação Linear,0.0,23.0,32.3,26.4,22.7"
"2015-04-30,268176.166667,Interpolação Linear,0.0,22.0,32.0,26.4,22.6"
"2015-05-31,268800.333333,Interpolação Linear,9.0,9.0,34.5,27.5,23.0"
"2015-06-30,269424.5,Interpolação Linear,9.0,0.0,36.1,27.8,21.6"
"2015-07-31,270048.666667,Interpolação Linear,9.0,0.0,37.0,28.1,21.4"
"2015-08-31,270672.833333,Interpolação Linear,9.0,0.0,38.5,29.2,22.0"
"2015-09-30,271297.0,Interpolação Linear,0.0,4.0,38.6,30.4,24.1"
"2015-10-31,271921.166667,Interpolação Linear,0.0,5.0,37.3,29.9,24.1"
"2015-11-30,272545.333333,Interpolação Linear,0.0,15.0,34.6,27.9,23.2"
"2015-12-31,273169.5,Interpolação Linear,0.0,14.0,34.8,27.9,23.1"
"2016-01-31,273793.666667,Interpolação Linear,0.0,25.0,31.5,26.3,23.1"
"2016-02-29,274417.833333,Interpolação Linear,0.0,4.0,36.8,29.5,24.4"
"2016-03-31,275042.0,Interpolação Linear,0.0,20.0,33.1,27.6,24.0"
"2016-04-30,275666.166667,Interpolação Linear,0.0,8.0,35.2,28.5,23.8"
"2016-05-31,276290.333333,Interpolação Linear,0.0,2.0,37.0,28.8,22.6"
"2016-06-30,276914.5,Interpolação Linear,0.0,4.0,36.0,28.2,22.8"
"2016-07-31,277538.666667,Interpolação Linear,0.0,0.0,37.6,28.3,21.6"
"2016-08-31,278162.833333,Interpolação Linear,0.0,0.0,39.1,30.1,23.2"
"2016-09-30,278787.0,Interpolação Linear,0.0,9.0,37.2,29.7,24.7"
"2016-10-31,279411.166667,Interpolação Linear,0.0,10.0,36.7,29.3,24.2"
"2016-11-30,280035.333333,Interpolação Linear,0.0,13.0,34.8,28.3,23.5"
"2016-12-31,280659.5,Interpolação Linear,0.0,16.0,33.3,27.1,22.8"
"2017-01-31,281283.666667,Interpolação Linear,0.0,19.0,32.1,26.2,22.2"
"2017-02-28,281887.333333,Interpolação Linear,0.0,21.0,31.0,25.7,22.4"
"2017-03-31,282511.5,Interpolação Linear,0.0,20.0,32.5,26.6,22.6"
"2017-04-30,283135.666667,Interpolação Linear,0.0,20.0,33.6,27.2,23.1"
"2017-05-31,283759.833333,Interpolação Linear,0.0,4.0,35.6,28.1,22.6"
"2017-06-30,284384.0,Interpolação Linear,9.0,0.0,36.1,27.5,20.9"
"2017-07-31,285008.166667,Interpolação Linear,9.0,0.0,35.2,26.8,20.4"
"2017-08-31,285632.333333,Interpolação Linear,0.0,0.0,39.5,29.6,21.7"
"2017-09-30,286256.5,Interpolação Linear,9.0,0.0,39.6,31.5,26.5"
"2017-10-31,286880.666667,Interpolação Linear,0.0,6.0,38.6,31.1,25.4"
"2017-11-30,287504.833333,Interpolação Linear,0.0,19.0,33.7,27.5,23.4"
"2017-12-31,288129.0,Interpolação Linear,0.0,21.0,31.9,26.1,22.5"
"2018-01-31,288753.166667,Interpolação Linear,18.0,22.0,32.3,26.3,22.2"
"2018-02-28,289356.833333,Interpolação Linear,0.0,22.0,31.3,25.9,22.3"
"2018-03-31,289981.0,Interpolação Linear,0.0,21.0,32.1,26.6,22.4"
"2018-04-30,290605.166667,Interpolação Linear,0.0,15.0,32.6,26.7,22.5"
"2018-05-31,291229.333333,Interpolação Linear,0.0,1.0,35.2,27.7,22.7"
"2018-06-30,291853.5,Interpolação Linear,9.0,0.0,36.4,27.4,20.5"
"2018-07-31,292477.666667,Interpolação Linear,0.0,0.0,37.2,27.4,19.4"
"2018-08-31,293101.833333,Interpolação Linear,9.0,3.0,38.2,29.4,22.7"
"2018-09-30,293726.0,Interpolação Linear,0.0,5.0,37.8,30.1,24.3"
"2018-10-31,294350.166667,Interpolação Linear,0.0,16.0,34.4,27.8,23.2"
"2018-11-30,294974.333333,Interpolação Linear,18.0,21.0,32.9,27.1,23.2"
"2018-12-31,295598.5,Interpolação Linear,0.0,16.0,32.7,26.9,22.9"
"2019-01-31,296222.666667,Interpolação Linear,0.0,18.0,32.9,26.7,22.4"
"2019-02-28,296826.333333,Interpolação Linear,0.0,19.0,32.0,26.3,22.4"
"2019-03-31,297450.5,Interpolação Linear,0.0,27.0,32.0,26.4,22.6"
"2019-04-30,298074.666667,Interpolação Linear,0.0,17.0,33.4,27.3,23.2"
"2019-05-31,298698.833333,Interpolação Linear,0.0,8.0,35.3,28.1,23.0"
"2019-06-30,299323.0,Interpolação Linear,9.0,1.0,35.9,27.6,21.5"
"2019-07-31,299947.166667,Interpolação Linear,9.0,0.0,36.5,27.8,21.1"
"2019-08-31,300571.333333,Interpolação Linear,9.0,0.0,38.2,29.5,22.5"
"2019-09-30,301195.5,Interpolação Linear,0.0,1.0,40.0,31.2,24.1"
"2019-10-31,301819.666667,Interpolação Linear,0.0,13.0,34.4,28.0,23.1"
"2019-11-30,302443.833333,Interpolação Linear,0.0,16.0,33.9,27.6,23.2"
"2019-12-31,303068.0,Interpolação Linear,0.0,18.0,34.4,27.9,23.3"
"2020-01-31,303692.166667,Interpolação Linear,0.0,26.0,32.4,26.8,23.0"
"2020-02-29,304316.333333,Interpolação Linear,0.0,19.0,31.9,27.0,23.3"
"2020-03-31,304940.5,Interpolação Linear,0.0,26.0,32.1,26.8,23.3"
"2020-04-30,305564.666667,Interpolação Linear,0.0,18.0,32.9,27.2,23.2"
"2020-05-31,306188.833333,Interpolação Linear,0.0,8.0,34.0,27.8,23.4"
"2020-06-30,306813.0,Interpolação Linear,0.0,0.0,34.7,27.6,22.2"
"2020-07-31,307437.166667,Interpolação Linear,0.0,0.0,35.7,27.5,21.2"
"2020-08-31,308061.333333,Interpolação Linear,9.0,0.0,37.8,29.2,22.3"
"2020-09-30,308685.5,Interpolação Linear,9.0,2.0,39.3,31.2,25.5"
"2020-10-31,309309.666667,Interpolação Linear,36.0,12.0,36.8,29.6,24.2"
"2020-11-30,309933.833333,Interpolação Linear,0.0,12.0,34.3,28.2,24.0"
"2020-12-31,310558.0,Interpolação Linear,18.0,16.0,33.7,27.6,23.0"
"2021-01-31,311182.166667,Interpolação Linear,0.0,22.0,32.7,26.7,22.6"
