Region,Country,State,City,Month,Day,Year,AvgTemperature
Middle East,Turkey,,Ankara,1,28,2017,23.3
Middle East,Turkey,,Ankara,1,29,2017,24.6
Middle East,Turkey,,Ankara,1,30,2017,18.1
Middle East,Turkey,,Ankara,1,31,2017,15.5
Middle East,Turkey,,Ankara,2,1,2017,14.1
Middle East,Turkey,,Ankara,2,2,2017,15.8
Middle East,Turkey,,Ankara,2,3,2017,22.3
Middle East,Turkey,,Ankara,2,4,2017,32.6
Middle East,Turkey,,Ankara,2,5,2017,37.4
Middle East,Turkey,,Ankara,2,6,2017,39.4
Middle East,Turkey,,Ankara,2,7,2017,35.6
Middle East,Turkey,,Ankara,2,8,2017,36.6
Middle East,Turkey,,Ankara,2,9,2017,37.4
Middle East,Turkey,,Ankara,2,10,2017,32.5
Middle East,Turkey,,Ankara,2,11,2017,34.8
Middle East,Turkey,,Ankara,2,12,2017,26.5
Middle East,Turkey,,Ankara,2,13,2017,25.3
Middle East,Turkey,,Ankara,2,14,2017,24.2
Middle East,Turkey,,Ankara,2,15,2017,24.9
Middle East,Turkey,,Ankara,2,16,2017,26.1
Middle East,Turkey,,Ankara,2,17,2017,24.8
Middle East,Turkey,,Ankara,2,18,2017,30.6
Middle East,Turkey,,Ankara,2,19,2017,35.3
Middle East,Turkey,,Ankara,2,20,2017,38.9
Middle East,Turkey,,Ankara,2,21,2017,41.0
Middle East,Turkey,,Ankara,2,22,2017,39.9
Middle East,Turkey,,Ankara,2,23,2017,39.9
Middle East,Turkey,,Ankara,2,24,2017,43.1
Middle East,Turkey,,Ankara,2,25,2017,44.8
Middle East,Turkey,,Ankara,2,26,2017,44.0
Middle East,Turkey,,Ankara,2,27,2017,43.1
Middle East,Turkey,,Ankara,2,28,2017,46.9
Middle East,Turkey,,Ankara,3,1,2017,50.3
Middle East,Turkey,,Ankara,3,2,2017,46.7
Middle East,Turkey,,Ankara,3,3,2017,45.0
Middle East,Turkey,,Ankara,3,4,2017,40.8
Middle East,Turkey,,Ankara,3,5,2017,39.6
Middle East,Turkey,,Ankara,3,6,2017,43.0
Middle East,Turkey,,Ankara,3,7,2017,46.0
Middle East,Turkey,,Ankara,3,8,2017,45.0
Middle East,Turkey,,Ankara,3,9,2017,49.7
Middle East,Turkey,,Ankara,3,10,2017,44.8
Middle East,Turkey,,Ankara,3,11,2017,45.1
Middle East,Turkey,,Ankara,3,12,2017,42.8
Middle East,Turkey,,Ankara,3,13,2017,41.7
Middle East,Turkey,,Ankara,3,14,2017,35.2
Middle East,Turkey,,Ankara,3,15,2017,35.3
Middle East,Turkey,,Ankara,3,16,2017,37.7
Middle East,Turkey,,Ankara,3,17,2017,34.2
Middle East,Turkey,,Ankara,3,18,2017,36.3
Middle East,Turkey,,Ankara,3,19,2017,38.7
Middle East,Turkey,,Ankara,3,20,2017,43.7
Middle East,Turkey,,Ankara,3,21,2017,47.7
Middle East,Turkey,,Ankara,3,22,2017,43.4
Middle East,Turkey,,Ankara,3,23,2017,45.8
Middle East,Turkey,,Ankara,3,24,2017,46.9
Middle East,Turkey,,Ankara,3,25,2017,50.0
Middle East,Turkey,,Ankara,3,26,2017,50.2
Middle East,Turkey,,Ankara,3,27,2017,41.2
Middle East,Turkey,,Ankara,3,28,2017,40.3
Middle East,Turkey,,Ankara,3,29,2017,45.7
Middle East,Turkey,,Ankara,3,30,2017,51.4
Middle East,Turkey,,Ankara,3,31,2017,51.1
Middle East,Turkey,,Ankara,4,1,2017,49.7
Middle East,Turkey,,Ankara,4,2,2017,48.0
Middle East,Turkey,,Ankara,4,3,2017,50.5
Middle East,Turkey,,Ankara,4,4,2017,53.6
Middle East,Turkey,,Ankara,4,5,2017,57.1
Middle East,Turkey,,Ankara,4,6,2017,53.6
Middle East,Turkey,,Ankara,4,7,2017,49.6
Middle East,Turkey,,Ankara,4,8,2017,40.4
Middle East,Turkey,,Ankara,4,9,2017,38.9
Middle East,Turkey,,Ankara,4,10,2017,39.2
Middle East,Turkey,,Ankara,4,11,2017,43.6
Middle East,Turkey,,Ankara,4,12,2017,46.4
Middle East,Turkey,,Ankara,4,13,2017,46.4
Middle East,Turkey,,Ankara,4,14,2017,51.3
Middle East,Turkey,,Ankara,4,15,2017,49.4
Middle East,Turkey,,Ankara,4,16,2017,51.9
Middle East,Turkey,,Ankara,4,17,2017,53.4
Middle East,Turkey,,Ankara,4,18,2017,48.1
Middle East,Turkey,,Ankara,4,19,2017,47.9
Middle East,Turkey,,Ankara,4,20,2017,56.9
Middle East,Turkey,,Ankara,4,21,2017,44.3
Middle East,Turkey,,Ankara,4,22,2017,43.6
Middle East,Turkey,,Ankara,4,23,2017,39.0
Middle East,Turkey,,Ankara,4,24,2017,39.3
Middle East,Turkey,,Ankara,4,25,2017,42.2
Middle East,Turkey,,Ankara,4,26,2017,49.0
Middle East,Turkey,,Ankara,4,27,2017,53.8
Middle East,Turkey,,Ankara,4,28,2017,57.7
Middle East,Turkey,,Ankara,4,29,2017,59.3
Middle East,Turkey,,Ankara,4,30,2017,62.9
Middle East,Turkey,,Ankara,5,1,2017,62.5
Middle East,Turkey,,Ankara,5,2,2017,58.1
Middle East,Turkey,,Ankara,5,3,2017,58.0
Middle East,Turkey,,Ankara,5,4,2017,58.8
Middle East,Turkey,,Ankara,5,5,2017,60.8
Middle East,Turkey,,Ankara,5,6,2017,54.2
Middle East,Turkey,,Ankara,5,7,2017,52.6
Middle East,Turkey,,Ankara,5,8,2017,59.5
Middle East,Turkey,,Ankara,5,9,2017,63.7
Middle East,Turkey,,Ankara,5,10,2017,59.6
Middle East,Turkey,,Ankara,5,11,2017,56.8
Middle East,Turkey,,Ankara,5,12,2017,60.5
Middle East,Turkey,,Ankara,5,13,2017,67.0
Middle East,Turkey,,Ankara,5,14,2017,65.9
Middle East,Turkey,,Ankara,5,15,2017,57.6
Middle East,Turkey,,Ankara,5,16,2017,57.2
Middle East,Turkey,,Ankara,5,17,2017,56.5
Middle East,Turkey,,Ankara,5,18,2017,60.5
Middle East,Turkey,,Ankara,5,19,2017,52.3
Middle East,Turkey,,Ankara,5,20,2017,54.1
Middle East,Turkey,,Ankara,5,21,2017,49.5
Middle East,Turkey,,Ankara,5,22,2017,50.9
Middle East,Turkey,,Ankara,5,23,2017,52.3
Middle East,Turkey,,Ankara,5,24,2017,54.0
Middle East,Turkey,,Ankara,5,25,2017,60.1
Middle East,Turkey,,Ankara,5,26,2017,53.6
Middle East,Turkey,,Ankara,5,27,2017,54.5
Middle East,Turkey,,Ankara,5,28,2017,54.3
Middle East,Turkey,,Ankara,5,29,2017,57.9
Middle East,Turkey,,Ankara,5,30,2017,57.2
Middle East,Turkey,,Ankara,5,31,2017,53.4
Middle East,Turkey,,Ankara,6,1,2017,57.6
Middle East,Turkey,,Ankara,6,2,2017,61.2
Middle East,Turkey,,Ankara,6,3,2017,65.1
Middle East,Turkey,,Ankara,6,4,2017,63.6
Middle East,Turkey,,Ankara,6,5,2017,63.5
Middle East,Turkey,,Ankara,6,6,2017,59.9
Middle East,Turkey,,Ankara,6,7,2017,66.5
Middle East,Turkey,,Ankara,6,8,2017,68.3
Middle East,Turkey,,Ankara,6,9,2017,64.9
Middle East,Turkey,,Ankara,6,10,2017,62.3
Middle East,Turkey,,Ankara,6,11,2017,62.8
Middle East,Turkey,,Ankara,6,12,2017,65.1
Middle East,Turkey,,Ankara,6,13,2017,68.6
Middle East,Turkey,,Ankara,6,14,2017,67.9
Middle East,Turkey,,Ankara,6,15,2017,64.4
Middle East,Turkey,,Ankara,6,16,2017,62.9
Middle East,Turkey,,Ankara,6,17,2017,65.2
Middle East,Turkey,,Ankara,6,18,2017,61.2
Middle East,Turkey,,Ankara,6,19,2017,57.5
Middle East,Turkey,,Ankara,6,20,2017,57.9
Middle East,Turkey,,Ankara,6,21,2017,56.1
Middle East,Turkey,,Ankara,6,22,2017,60.8
Middle East,Turkey,,Ankara,6,23,2017,66.8
Middle East,Turkey,,Ankara,6,24,2017,69.5
Middle East,Turkey,,Ankara,6,25,2017,69.3
Middle East,Turkey,,Ankara,6,26,2017,71.2
Middle East,Turkey,,Ankara,6,27,2017,74.8
Middle East,Turkey,,Ankara,6,28,2017,74.8
Middle East,Turkey,,Ankara,6,29,2017,74.2
Middle East,Turkey,,Ankara,6,30,2017,76.0
Middle East,Turkey,,Ankara,7,1,2017,77.7
Middle East,Turkey,,Ankara,7,2,2017,78.8
Middle East,Turkey,,Ankara,7,3,2017,80.7
Middle East,Turkey,,Ankara,7,4,2017,73.4
Middle East,Turkey,,Ankara,7,5,2017,69.7
Middle East,Turkey,,Ankara,7,6,2017,68.2
Middle East,Turkey,,Ankara,7,7,2017,67.3
Middle East,Turkey,,Ankara,7,8,2017,67.4
Middle East,Turkey,,Ankara,7,9,2017,70.8
Middle East,Turkey,,Ankara,7,10,2017,74.1
Middle East,Turkey,,Ankara,7,11,2017,76.0
Middle East,Turkey,,Ankara,7,12,2017,77.3
Middle East,Turkey,,Ankara,7,13,2017,77.3
Middle East,Turkey,,Ankara,7,14,2017,74.6
Middle East,Turkey,,Ankara,7,15,2017,76.9
Middle East,Turkey,,Ankara,7,16,2017,72.4
Middle East,Turkey,,Ankara,7,17,2017,77.2
Middle East,Turkey,,Ankara,7,18,2017,77.0
Middle East,Turkey,,Ankara,7,19,2017,73.2
Middle East,Turkey,,Ankara,7,20,2017,73.6
Middle East,Turkey,,Ankara,7,21,2017,76.2
Middle East,Turkey,,Ankara,7,22,2017,74.3
Middle East,Turkey,,Ankara,7,23,2017,73.8
Middle East,Turkey,,Ankara,7,24,2017,74.4
Middle East,Turkey,,Ankara,7,25,2017,76.1
Middle East,Turkey,,Ankara,7,26,2017,78.6
Middle East,Turkey,,Ankara,7,27,2017,81.8
Middle East,Turkey,,Ankara,7,28,2017,71.6
Middle East,Turkey,,Ankara,7,29,2017,69.3
Middle East,Turkey,,Ankara,7,30,2017,72.0
Middle East,Turkey,,Ankara,7,31,2017,72.2
Middle East,Turkey,,Ankara,8,1,2017,74.5
Middle East,Turkey,,Ankara,8,2,2017,78.9
Middle East,Turkey,,Ankara,8,3,2017,79.5
Middle East,Turkey,,Ankara,8,4,2017,70.4
Middle East,Turkey,,Ankara,8,5,2017,70.7
Middle East,Turkey,,Ankara,8,6,2017,75.4
Middle East,Turkey,,Ankara,8,7,2017,78.4
Middle East,Turkey,,Ankara,8,8,2017,82.8
Middle East,Turkey,,Ankara,8,9,2017,82.0
Middle East,Turkey,,Ankara,8,10,2017,79.8
Middle East,Turkey,,Ankara,8,11,2017,78.1
Middle East,Turkey,,Ankara,8,12,2017,78.6
Middle East,Turkey,,Ankara,8,13,2017,78.6
Middle East,Turkey,,Ankara,8,14,2017,77.7
Middle East,Turkey,,Ankara,8,15,2017,73.4
Middle East,Turkey,,Ankara,8,16,2017,73.1
Middle East,Turkey,,Ankara,8,17,2017,70.5
Middle East,Turkey,,Ankara,8,18,2017,72.3
Middle East,Turkey,,Ankara,8,19,2017,73.7
Middle East,Turkey,,Ankara,8,20,2017,76.6
Middle East,Turkey,,Ankara,8,21,2017,72.4
Middle East,Turkey,,Ankara,8,22,2017,70.3
Middle East,Turkey,,Ankara,8,23,2017,68.1
Middle East,Turkey,,Ankara,8,24,2017,68.8
Middle East,Turkey,,Ankara,8,25,2017,68.1
Middle East,Turkey,,Ankara,8,26,2017,67.3
Middle East,Turkey,,Ankara,8,27,2017,68.3
Middle East,Turkey,,Ankara,8,28,2017,70.8
Middle East,Turkey,,Ankara,8,29,2017,72.5
Middle East,Turkey,,Ankara,8,30,2017,67.8
Middle East,Turkey,,Ankara,8,31,2017,63.3
Middle East,Turkey,,Ankara,9,1,2017,64.4
Middle East,Turkey,,Ankara,9,2,2017,67.8
Middle East,Turkey,,Ankara,9,3,2017,70.8
Middle East,Turkey,,Ankara,9,4,2017,73.6
Middle East,Turkey,,Ankara,9,5,2017,72.3
Middle East,Turkey,,Ankara,9,6,2017,59.6
Middle East,Turkey,,Ankara,9,7,2017,59.0
Middle East,Turkey,,Ankara,9,8,2017,65.3
Middle East,Turkey,,Ankara,9,9,2017,69.0
Middle East,Turkey,,Ankara,9,10,2017,72.5
Middle East,Turkey,,Ankara,9,11,2017,74.1
Middle East,Turkey,,Ankara,9,12,2017,74.5
Middle East,Turkey,,Ankara,9,13,2017,73.1
Middle East,Turkey,,Ankara,9,14,2017,73.5
Middle East,Turkey,,Ankara,9,15,2017,77.5
Middle East,Turkey,,Ankara,9,16,2017,81.4
Middle East,Turkey,,Ankara,9,17,2017,80.9
Middle East,Turkey,,Ankara,9,18,2017,79.2
Middle East,Turkey,,Ankara,9,19,2017,80.4
Middle East,Turkey,,Ankara,9,20,2017,75.1
Middle East,Turkey,,Ankara,9,21,2017,74.3
Middle East,Turkey,,Ankara,9,22,2017,65.1
Middle East,Turkey,,Ankara,9,23,2017,60.6
Middle East,Turkey,,Ankara,9,24,2017,61.1
Middle East,Turkey,,Ankara,9,25,2017,64.8
Middle East,Turkey,,Ankara,9,26,2017,64.2
Middle East,Turkey,,Ankara,9,27,2017,61.3
Middle East,Turkey,,Ankara,9,28,2017,61.7
Middle East,Turkey,,Ankara,9,29,2017,59.5
Middle East,Turkey,,Ankara,9,30,2017,59.7
Middle East,Turkey,,Ankara,10,1,2017,57.8
Middle East,Turkey,,Ankara,10,2,2017,53.4
Middle East,Turkey,,Ankara,10,3,2017,50.7
Middle East,Turkey,,Ankara,10,4,2017,48.8
Middle East,Turkey,,Ankara,10,5,2017,49.6
Middle East,Turkey,,Ankara,10,6,2017,52.6
Middle East,Turkey,,Ankara,10,7,2017,57.5
Middle East,Turkey,,Ankara,10,8,2017,61.0
Middle East,Turkey,,Ankara,10,9,2017,51.3
Middle East,Turkey,,Ankara,10,10,2017,52.6
Middle East,Turkey,,Ankara,10,11,2017,51.1
Middle East,Turkey,,Ankara,10,12,2017,50.4
Middle East,Turkey,,Ankara,10,13,2017,50.4
Middle East,Turkey,,Ankara,10,14,2017,49.4
Middle East,Turkey,,Ankara,10,15,2017,47.8
Middle East,Turkey,,Ankara,10,16,2017,51.7
Middle East,Turkey,,Ankara,10,17,2017,51.1
Middle East,Turkey,,Ankara,10,18,2017,51.8
Middle East,Turkey,,Ankara,10,19,2017,52.0
Middle East,Turkey,,Ankara,10,20,2017,51.6
Middle East,Turkey,,Ankara,10,21,2017,52.5
Middle East,Turkey,,Ankara,10,22,2017,51.7
Middle East,Turkey,,Ankara,10,23,2017,52.6
Middle East,Turkey,,Ankara,10,24,2017,54.9
Middle East,Turkey,,Ankara,10,25,2017,53.1
Middle East,Turkey,,Ankara,10,26,2017,51.4
Middle East,Turkey,,Ankara,10,27,2017,47.6
Middle East,Turkey,,Ankara,10,28,2017,49.7
Middle East,Turkey,,Ankara,10,29,2017,49.4
Middle East,Turkey,,Ankara,10,30,2017,43.2
Middle East,Turkey,,Ankara,10,31,2017,37.4
Middle East,Turkey,,Ankara,11,1,2017,33.1
Middle East,Turkey,,Ankara,11,2,2017,35.0
Middle East,Turkey,,Ankara,11,3,2017,37.1
Middle East,Turkey,,Ankara,11,4,2017,41.2
Middle East,Turkey,,Ankara,11,5,2017,44.2
Middle East,Turkey,,Ankara,11,6,2017,43.9
Middle East,Turkey,,Ankara,11,7,2017,43.3
Middle East,Turkey,,Ankara,11,8,2017,39.9
Middle East,Turkey,,Ankara,11,9,2017,42.1
Middle East,Turkey,,Ankara,11,10,2017,42.4
Middle East,Turkey,,Ankara,11,11,2017,40.5
Middle East,Turkey,,Ankara,11,12,2017,42.5
Middle East,Turkey,,Ankara,11,13,2017,44.8
Middle East,Turkey,,Ankara,11,14,2017,46.2
Middle East,Turkey,,Ankara,11,15,2017,48.3
Middle East,Turkey,,Ankara,11,16,2017,45.8
Middle East,Turkey,,Ankara,11,17,2017,44.2
Middle East,Turkey,,Ankara,11,18,2017,42.3
Middle East,Turkey,,Ankara,11,19,2017,42.4
Middle East,Turkey,,Ankara,11,20,2017,47.4
Middle East,Turkey,,Ankara,11,21,2017,36.8
Middle East,Turkey,,Ankara,11,22,2017,32.5
Middle East,Turkey,,Ankara,11,23,2017,38.3
Middle East,Turkey,,Ankara,11,24,2017,41.8
Middle East,Turkey,,Ankara,11,25,2017,37.7
Middle East,Turkey,,Ankara,11,26,2017,36.6
Middle East,Turkey,,Ankara,11,27,2017,40.0
Middle East,Turkey,,Ankara,11,28,2017,44.2
Middle East,Turkey,,Ankara,11,29,2017,39.0
Middle East,Turkey,,Ankara,11,30,2017,37.0
Middle East,Turkey,,Ankara,12,1,2017,38.9
Middle East,Turkey,,Ankara,12,2,2017,41.6
Middle East,Turkey,,Ankara,12,3,2017,42.7
Middle East,Turkey,,Ankara,12,4,2017,45.6
Middle East,Turkey,,Ankara,12,5,2017,37.8
Middle East,Turkey,,Ankara,12,6,2017,31.6
Middle East,Turkey,,Ankara,12,7,2017,32.3
Middle East,Turkey,,Ankara,12,8,2017,33.3
Middle East,Turkey,,Ankara,12,9,2017,32.1
Middle East,Turkey,,Ankara,12,10,2017,41.9
Middle East,Turkey,,Ankara,12,11,2017,41.7
Middle East,Turkey,,Ankara,12,12,2017,38.1
Middle East,Turkey,,Ankara,12,13,2017,37.3
Middle East,Turkey,,Ankara,12,14,2017,32.8
Middle East,Turkey,,Ankara,12,15,2017,31.3
Middle East,Turkey,,Ankara,12,16,2017,34.7
Middle East,Turkey,,Ankara,12,17,2017,44.2
Middle East,Turkey,,Ankara,12,18,2017,45.6
Middle East,Turkey,,Ankara,12,19,2017,40.9
Middle East,Turkey,,Ankara,12,20,2017,40.2
Middle East,Turkey,,Ankara,12,21,2017,39.2
Middle East,Turkey,,Ankara,12,22,2017,38.7
Middle East,Turkey,,Ankara,12,23,2017,35.2
Middle East,Turkey,,Ankara,12,24,2017,29.1
Middle East,Turkey,,Ankara,12,25,2017,27.1
Middle East,Turkey,,Ankara,12,26,2017,28.2
Middle East,Turkey,,Ankara,12,27,2017,28.5
Middle East,Turkey,,Ankara,12,28,2017,32.0
Middle East,Turkey,,Ankara,12,29,2017,39.3
Middle East,Turkey,,Ankara,12,30,2017,43.8
Middle East,Turkey,,Ankara,12,31,2017,40.7
Middle East,Turkey,,Ankara,1,1,2018,35.8
Middle East,Turkey,,Ankara,1,2,2018,36.1
Middle East,Turkey,,Ankara,1,3,2018,39.4
Middle East,Turkey,,Ankara,1,4,2018,-99
Middle East,Turkey,,Ankara,1,5,2018,41.0
Middle East,Turkey,,Ankara,1,6,2018,37.2
Middle East,Turkey,,Ankara,1,7,2018,33.5
Middle East,Turkey,,Ankara,1,8,2018,32.6
Middle East,Turkey,,Ankara,1,9,2018,35.4
Middle East,Turkey,,Ankara,1,10,2018,36.2
Middle East,Turkey,,Ankara,1,11,2018,37.5
Middle East,Turkey,,Ankara,1,12,2018,42.2
Middle East,Turkey,,Ankara,1,13,2018,42.6
Middle East,Turkey,,Ankara,1,14,2018,36.8
Middle East,Turkey,,Ankara,1,15,2018,31.0
Middle East,Turkey,,Ankara,1,16,2018,32.0
Middle East,Turkey,,Ankara,1,17,2018,39.2
Middle East,Turkey,,Ankara,1,18,2018,37.7
Middle East,Turkey,,Ankara,1,19,2018,31.3
Middle East,Turkey,,Ankara,1,20,2018,31.5
Middle East,Turkey,,Ankara,1,21,2018,40.6
Middle East,Turkey,,Ankara,1,22,2018,41.0
Middle East,Turkey,,Ankara,1,23,2018,35.6
Middle East,Turkey,,Ankara,1,24,2018,29.1
Middle East,Turkey,,Ankara,1,25,2018,26.2
Middle East,Turkey,,Ankara,1,26,2018,28.0
Middle East,Turkey,,Ankara,1,27,2018,30.5
Middle East,Turkey,,Ankara,1,28,2018,32.1
Middle East,Turkey,,Ankara,1,29,2018,33.7
Middle East,Turkey,,Ankara,1,30,2018,33.3
Middle East,Turkey,,Ankara,1,31,2018,34.0
Middle East,Turkey,,Ankara,2,1,2018,34.9
Middle East,Turkey,,Ankara,2,2,2018,36.1
Middle East,Turkey,,Ankara,2,3,2018,41.9
Middle East,Turkey,,Ankara,2,4,2018,44.4
Middle East,Turkey,,Ankara,2,5,2018,43.0
Middle East,Turkey,,Ankara,2,6,2018,40.7
Middle East,Turkey,,Ankara,2,7,2018,43.0
Middle East,Turkey,,Ankara,2,8,2018,42.7
Middle East,Turkey,,Ankara,2,9,2018,42.4
Middle East,Turkey,,Ankara,2,10,2018,40.9
Middle East,Turkey,,Ankara,2,11,2018,45.3
Middle East,Turkey,,Ankara,2,12,2018,40.9
Middle East,Turkey,,Ankara,2,13,2018,35.8
Middle East,Turkey,,Ankara,2,14,2018,36.1
Middle East,Turkey,,Ankara,2,15,2018,36.1
Middle East,Turkey,,Ankara,2,16,2018,43.2
Middle East,Turkey,,Ankara,2,17,2018,39.8
Middle East,Turkey,,Ankara,2,18,2018,36.5
Middle East,Turkey,,Ankara,2,19,2018,37.2
Middle East,Turkey,,Ankara,2,20,2018,41.0
Middle East,Turkey,,Ankara,2,21,2018,42.5
Middle East,Turkey,,Ankara,2,22,2018,42.1
Middle East,Turkey,,Ankara,2,23,2018,43.7
Middle East,Turkey,,Ankara,2,24,2018,43.4
Middle East,Turkey,,Ankara,2,25,2018,38.7
Middle East,Turkey,,Ankara,2,26,2018,39.2
Middle East,Turkey,,Ankara,2,27,2018,42.8
Middle East,Turkey,,Ankara,2,28,2018,41.5
Middle East,Turkey,,Ankara,3,1,2018,29.5
Middle East,Turkey,,Ankara,3,2,2018,35.6
Middle East,Turkey,,Ankara,3,3,2018,47.2
Middle East,Turkey,,Ankara,3,4,2018,44.3
Middle East,Turkey,,Ankara,3,5,2018,46.7
Middle East,Turkey,,Ankara,3,6,2018,46.0
Middle East,Turkey,,Ankara,3,7,2018,50.6
Middle East,Turkey,,Ankara,3,8,2018,48.7
Middle East,Turkey,,Ankara,3,9,2018,46.0
Middle East,Turkey,,Ankara,3,10,2018,43.5
Middle East,Turkey,,Ankara,3,11,2018,44.7
Middle East,Turkey,,Ankara,3,12,2018,46.7
Middle East,Turkey,,Ankara,3,13,2018,48.4
Middle East,Turkey,,Ankara,3,14,2018,46.1
Middle East,Turkey,,Ankara,3,15,2018,45.0
Middle East,Turkey,,Ankara,3,16,2018,44.0
Middle East,Turkey,,Ankara,3,17,2018,51.1
Middle East,Turkey,,Ankara,3,18,2018,53.5
Middle East,Turkey,,Ankara,3,19,2018,55.5
Middle East,Turkey,,Ankara,3,20,2018,51.5
Middle East,Turkey,,Ankara,3,21,2018,46.9
Middle East,Turkey,,Ankara,3,22,2018,49.9
Middle East,Turkey,,Ankara,3,23,2018,58.4
Middle East,Turkey,,Ankara,3,24,2018,46.5
Middle East,Turkey,,Ankara,3,25,2018,46.4
Middle East,Turkey,,Ankara,3,26,2018,49.1
Middle East,Turkey,,Ankara,3,27,2018,52.3
Middle East,Turkey,,Ankara,3,28,2018,53.6
Middle East,Turkey,,Ankara,3,29,2018,44.0
Middle East,Turkey,,Ankara,3,30,2018,45.3
Middle East,Turkey,,Ankara,3,31,2018,47.8
Middle East,Turkey,,Ankara,4,1,2018,54.0
Middle East,Turkey,,Ankara,4,2,2018,45.4
Middle East,Turkey,,Ankara,4,3,2018,42.1
Middle East,Turkey,,Ankara,4,4,2018,46.9
Middle East,Turkey,,Ankara,4,5,2018,52.7
Middle East,Turkey,,Ankara,4,6,2018,56.4
Middle East,Turkey,,Ankara,4,7,2018,58.4
Middle East,Turkey,,Ankara,4,8,2018,57.1
Middle East,Turkey,,Ankara,4,9,2018,55.8
Middle East,Turkey,,Ankara,4,10,2018,56.3
Middle East,Turkey,,Ankara,4,11,2018,55.0
Middle East,Turkey,,Ankara,4,12,2018,58.3
Middle East,Turkey,,Ankara,4,13,2018,58.7
Middle East,Turkey,,Ankara,4,14,2018,59.6
Middle East,Turkey,,Ankara,4,15,2018,54.6
Middle East,Turkey,,Ankara,4,16,2018,51.2
Middle East,Turkey,,Ankara,4,17,2018,55.0
Middle East,Turkey,,Ankara,4,18,2018,59.8
Middle East,Turkey,,Ankara,4,19,2018,57.9
Middle East,Turkey,,Ankara,4,20,2018,45.5
Middle East,Turkey,,Ankara,4,21,2018,45.2
Middle East,Turkey,,Ankara,4,22,2018,49.6
Middle East,Turkey,,Ankara,4,23,2018,56.4
Middle East,Turkey,,Ankara,4,24,2018,56.9
Middle East,Turkey,,Ankara,4,25,2018,59.9
Middle East,Turkey,,Ankara,4,26,2018,61.8
Middle East,Turkey,,Ankara,4,27,2018,62.9
Middle East,Turkey,,Ankara,4,28,2018,62.2
Middle East,Turkey,,Ankara,4,29,2018,61.4
Middle East,Turkey,,Ankara,4,30,2018,62.1
Middle East,Turkey,,Ankara,5,1,2018,64.5
Middle East,Turkey,,Ankara,5,2,2018,62.3
Middle East,Turkey,,Ankara,5,3,2018,62.6
Middle East,Turkey,,Ankara,5,4,2018,66.3
Middle East,Turkey,,Ankara,5,5,2018,63.5
Middle East,Turkey,,Ankara,5,6,2018,57.2
Middle East,Turkey,,Ankara,5,7,2018,59.9
Middle East,Turkey,,Ankara,5,8,2018,57.4
Middle East,Turkey,,Ankara,5,9,2018,55.1
Middle East,Turkey,,Ankara,5,10,2018,56.3
Middle East,Turkey,,Ankara,5,11,2018,56.0
Middle East,Turkey,,Ankara,5,12,2018,53.5
Middle East,Turkey,,Ankara,5,13,2018,54.5
Middle East,Turkey,,Ankara,5,14,2018,58.6
Middle East,Turkey,,Ankara,5,15,2018,61.6
Middle East,Turkey,,Ankara,5,16,2018,64.9
Middle East,Turkey,,Ankara,5,17,2018,67.7
Middle East,Turkey,,Ankara,5,18,2018,64.6
Middle East,Turkey,,Ankara,5,19,2018,67.0
Middle East,Turkey,,Ankara,5,20,2018,61.4
Middle East,Turkey,,Ankara,5,21,2018,59.8
Middle East,Turkey,,Ankara,5,22,2018,62.5
Middle East,Turkey,,Ankara,5,23,2018,64.6
Middle East,Turkey,,Ankara,5,24,2018,63.0
Middle East,Turkey,,Ankara,5,25,2018,62.6
Middle East,Turkey,,Ankara,5,26,2018,56.4
Middle East,Turkey,,Ankara,5,27,2018,65.7
Middle East,Turkey,,Ankara,5,28,2018,66.9
Middle East,Turkey,,Ankara,5,29,2018,63.1
Middle East,Turkey,,Ankara,5,30,2018,62.1
Middle East,Turkey,,Ankara,5,31,2018,60.5
Middle East,Turkey,,Ankara,6,1,2018,62.8
Middle East,Turkey,,Ankara,6,2,2018,64.0
Middle East,Turkey,,Ankara,6,3,2018,64.0
Middle East,Turkey,,Ankara,6,4,2018,66.6
Middle East,Turkey,,Ankara,6,5,2018,62.9
Middle East,Turkey,,Ankara,6,6,2018,64.4
Middle East,Turkey,,Ankara,6,7,2018,64.6
Middle East,Turkey,,Ankara,6,8,2018,67.0
Middle East,Turkey,,Ankara,6,9,2018,70.8
Middle East,Turkey,,Ankara,6,10,2018,71.5
Middle East,Turkey,,Ankara,6,11,2018,71.3
Middle East,Turkey,,Ankara,6,12,2018,68.0
Middle East,Turkey,,Ankara,6,13,2018,69.2
Middle East,Turkey,,Ankara,6,14,2018,73.6
Middle East,Turkey,,Ankara,6,15,2018,68.3
Middle East,Turkey,,Ankara,6,16,2018,63.6
Middle East,Turkey,,Ankara,6,17,2018,63.1
Middle East,Turkey,,Ankara,6,18,2018,65.2
Middle East,Turkey,,Ankara,6,19,2018,66.9
Middle East,Turkey,,Ankara,6,20,2018,66.1
Middle East,Turkey,,Ankara,6,21,2018,67.7
Middle East,Turkey,,Ankara,6,22,2018,65.7
Middle East,Turkey,,Ankara,6,23,2018,66.2
Middle East,Turkey,,Ankara,6,24,2018,67.0
Middle East,Turkey,,Ankara,6,25,2018,70.4
Middle East,Turkey,,Ankara,6,26,2018,70.7
Middle East,Turkey,,Ankara,6,27,2018,72.5
Middle East,Turkey,,Ankara,6,28,2018,75.4
