feedbacks,reviews,blacklist,mextraversion,cextraversion,sextraversion,mneuroticism,cneuroticism,sneuroticism,mconscientiousness,cconscientiousness,sconscientiousness,magreeableness,cagreeableness,sagreeableness,mopenness,copenness,sopenness,agreeablenessIndico,conscientiousnessIndico,extraversionIndico,opennessIndico,openessWatson,conscientiousnessWatson,extraversionWatson,agreeablenessWatson,neuroticismWatson,o_adventure,o_artistic,o_emotionality,o_imagination,o_intelect,o_liberalism,c_achievement,c_cautiouness,c_dutifulness,c_orderliness,c_discipline,c_efficacy,e_activity,e_assertiveness,e_cheerfulness,e_excitement,e_friend,e_gregariouness,a_altruism,a_cooperation,a_modesty,a_morality,a_simpathy,a_trust,n_anger,n_anxiety,n_depression,n_immoderation,n_selfconsciouness,n_vulnerability,need_chalenge,need_closeness,need_curiosity,need_excitement,need_harmony,need_ideal,need_liberty,need_love,need_practicaly,need_selfexpression,need_stability,need_structure,value_conservation,value_openess,value_hedonism,value_selfenhancement,value_selftranscendence,reputation
12,184,0,N,4.584377,0.5,1,3.008948,0.5,1,4.647213,0.5,1,4.632045,0.5,1,4.35686,0.5,0,0.6157323817412057,0.5424286716285793,0.5007620014376559,0.4708114102065006,0.8051348646496463,0.6715047785732194,0.5652762520679534,0.7338727868640957,0.5476809333693611,0.48473238310356837,0.6897485235491049,0.5930280601759026,0.7192741007740382,0.6414112024761821,0.5203941225986959,0.6908370811740436,0.5892018614865396,0.6535062878828847,0.5678884640648563,0.5783904570597665,0.7216429339436884,0.5311113050553742,0.5344842208856917,0.5508367177872349,0.5273614643411717,0.4526557992854116,0.33602313474682494,0.6119553612993807,0.6674047710844545,0.4658559729465794,0.6567809062418473,0.601364757984218,0.5716215470450012,0.5016173787603411,0.5580883074213434,0.5068993576659664,0.4357288861716981,0.6004887569449805,0.47310101020361145,0.6209175221897156,0.7190674800641859,0.8032155728596083,0.542325113222012,0.7650431391291262,0.6483622624342967,0.6878072643931146,0.7062696216919502,0.7239627704507672,0.6392750076506037,0.69465512855899,0.6341267725448791,0.671427116007633,0.7083104255203854,0.6842495524163006,0.6062364389641183,0.8097042328927915,Ruim
13,40,0,N,4.827473,0.5,0,3.109855,0.5,1,4.565527,0.5,0,4.574959,0.5,0,4.255265,0.5,1,0.5567577047306195,0.5455269498386602,0.4820351428904776,0.467960930594774,0.7293015230037667,0.6312696499377144,0.5374434992834007,0.7114949902678922,0.4815742154366669,0.46890802908326157,0.6348084501446389,0.5851536391597776,0.7206682694131434,0.6398910529433268,0.5257394297798464,0.6511232592909627,0.5065799685365753,0.6478309435785559,0.48791046649942377,0.530647627578995,0.7500411272555765,0.5241510923995463,0.5668880296078475,0.5391529403164858,0.5451965245516306,0.4765480386743065,0.34352669883204423,0.6447149195972939,0.6120137734814062,0.4284667475813315,0.5984875709289973,0.6407738241173648,0.5902444355154495,0.5476200695377749,0.6394899652703526,0.537144983683162,0.4350943545182277,0.6417490034258171,0.5220387242604873,0.6607886498431,0.7532523932340079,0.7810211039658826,0.6150991006315829,0.7634106327102663,0.6967524480011655,0.7025561332821143,0.7150478063826841,0.7447166014293646,0.5823488607970646,0.6879794473232996,0.630847054722125,0.6432033699260018,0.7268589068660225,0.7025997909886575,0.6436064846301063,0.8116119847929543,Bom
14,44,0,N,5.142715,0.9,0,2.987644,0.3,0,5.554625,0.3,0,4.865078,0.5,0,4.801026,0.7,1,0.6070510342455746,0.5380189542112679,0.49380494931996877,0.5081893113728995,0.7526981374492345,0.6345686533875385,0.6119677330398654,0.7634281664102247,0.5918541422755295,0.4799466516460344,0.668315059825927,0.6396436037234859,0.6743808202341088,0.634778667849469,0.4965920892504361,0.7797960609098258,0.5095926570241373,0.7011660676677429,0.54787458951957,0.6119707044930842,0.8195776159804852,0.6104444528332855,0.6693978389190998,0.6809931461043094,0.5427713475778209,0.5977890637565411,0.46036144533508017,0.7154201056801655,0.7353828557565892,0.3810088714491561,0.675639430134876,0.6627881933915845,0.6798005095920452,0.47839722677399643,0.5078523508252383,0.38767642408552383,0.3915107261322052,0.48517753045338463,0.40021910497414265,0.7290871000458192,0.8257573141087012,0.821041706071151,0.6034624991089467,0.8468270774470439,0.6833768243589492,0.7460613507377407,0.7701502335289573,0.754385673409098,0.6389282882983262,0.7226461384672662,0.6684071294088815,0.6392838529191132,0.7685747998470921,0.6869994668985504,0.6753122944303009,0.8286236229091304,Bom
15,48,0,N,4.922941,0.5,0,3.133974,0.5,0,5.182176,0.5,0,4.766227,0.5,0,4.55784,0.5,1,0.5714246065993057,0.5449608934336695,0.4812039177296525,0.517736233840479,0.7543832232734913,0.6252575877555431,0.6074800663350524,0.7471798206449975,0.5521513069688807,0.465254854543145,0.6409001732759139,0.5942451626555051,0.6886377203498615,0.6362805680531646,0.5054740507813628,0.7378394709244891,0.5022408963288687,0.6777075493732728,0.5475890814308202,0.6053021132664431,0.8281523887025825,0.5902281615157137,0.6563402239038371,0.6371043298622752,0.5807759797642418,0.570141733400507,0.43533612059659477,0.6739896454155492,0.6699228767561205,0.35215818164475676,0.6264367278168268,0.6352776514895141,0.6526005036338495,0.5131321814906368,0.544006200471259,0.4104031362320151,0.39091486334891085,0.5138932087476644,0.40720406467545545,0.7206819807751225,0.7991084089689862,0.8028876883971492,0.6022011146063817,0.8238733190143552,0.6863795928602208,0.7181358782743937,0.7754235138501908,0.7575858719699877,0.6256992851885819,0.7008724067161204,0.6462974657612808,0.6275241772713543,0.7590756711521996,0.6876914800563818,0.6714859569850624,0.8182335927744385,Bom
16,102,0,N,4.631028,0.3,0,3.152645,0.5,1,4.522479,0.9,0,4.545801,0.5,1,4.313433,0.5,1,0.4620541778572818,0.5217566342874504,0.45737933556912314,0.5019540616842073,0.7601884504337936,0.6713778700005064,0.5533414491128419,0.7227477069210999,0.5027509975531562,0.4639085720418133,0.6384135079502853,0.587109685902014,0.7283730328827296,0.6006424704247091,0.4785752515541189,0.6851015132732767,0.5349994644270457,0.6363357911811235,0.5327802254839383,0.5640051757005233,0.7555031107090696,0.560240466287854,0.5782341942217439,0.5618995990018945,0.5625815596019029,0.4663940638388593,0.3496902573208259,0.6308459254782921,0.584977715666714,0.44409440593896365,0.6181881557279254,0.6221885330297061,0.5687431299098914,0.5583503594570921,0.6192299857723225,0.5248402505721715,0.3978858992413149,0.6210646146420924,0.48908847943201683,0.6582421482044778,0.7357520735376727,0.8205089810083452,0.607660107886325,0.7821609259811784,0.695602603659091,0.70562527720792,0.6712415700303025,0.7523602544119704,0.657218600641472,0.7178994830282308,0.6628047434004459,0.6970953053762042,0.7464207738962896,0.7040901740494747,0.6541638720856515,0.8161963934161737,Ruim
17,46,0,N,4.947917,0.9,0,3.354372,0.3,1,4.884582,0.3,0,4.959997,0.5,1,4.648349,0.7,1,0.6371990541617075,0.526898680404685,0.5142696934231257,0.5056704463802765,0.7550380903535456,0.6134763601867013,0.5731141464363496,0.7372199892946261,0.5579791921823187,0.4774103087562968,0.628612218376515,0.6058771811068223,0.6639607322869828,0.6400492097932862,0.5068233892740233,0.7197613039647079,0.503861108039804,0.6895304159320115,0.5247306347899767,0.5757212484707912,0.7722098313530024,0.5740631144235225,0.6497586002820743,0.6409425320198008,0.5261163548530096,0.5649764876805701,0.4604390089453476,0.6860883796546573,0.6841718533365063,0.4039815763668613,0.6344009873776031,0.658073195311349,0.656922369800976,0.4865552564914954,0.5313477520907586,0.4342829523190214,0.4146489932804754,0.50507227639343,0.4213348080161512,0.7129735044928239,0.8062242412266551,0.7848766999874551,0.6168618303315249,0.8232086541861712,0.674278900810768,0.7189148284822802,0.7731624803248895,0.7534284030625631,0.622918642756489,0.7129860754329623,0.6617282356056688,0.6238955826217916,0.7694205456498393,0.688198896084476,0.6782734627261789,0.8176796806159212,Bom
18,44,0,N,4.950471,0.9,0,3.155502,0.3,0,5.261336,0.3,0,4.737862,0.5,0,4.615871,0.7,1,0.5630710945840467,0.5513202078726099,0.47283862859515813,0.5344579885496157,0.7395035628055793,0.614590879296319,0.5890175128108246,0.7386051363028157,0.569906048560563,0.4688168659632782,0.6249016497578072,0.6043414436258383,0.6704204258609457,0.6358860913192266,0.5120540065880498,0.7391368973555652,0.4974649205234091,0.6951373918613571,0.5267067391897542,0.58963246632553,0.8063822046434845,0.5886290739019937,0.6768631366882921,0.6501014144317339,0.5560680152535245,0.575787335327347,0.4591658969213571,0.6916380035120873,0.6810562453834604,0.3777573308058836,0.6318677241870915,0.6503420549295148,0.6725591311007862,0.4960875491574511,0.5373452378319712,0.4208552767691547,0.40424612778615576,0.506977308664815,0.4137241951744861,0.7243229505923261,0.8025392379089326,0.7921146149927879,0.6138530755284537,0.8219733771593962,0.6756675014249965,0.7187783821958239,0.7712860705820216,0.7533865673421997,0.6057354361131704,0.708869536469612,0.6577158562847952,0.6230012673738211,0.7663537745012995,0.6892687196731647,0.6779859820207496,0.8177710980572038,Bom
19,110,0,N,4.798657,0.5,0,2.881116,0.4,1,4.81701,0.6,0,4.765357,0.3,0,4.587068,0.6,0,0.655154920460885,0.527856607889307,0.5160973145294998,0.480936693810971,0.7778511288108195,0.6661850188080404,0.6233438932690281,0.7923094255722449,0.5124535703770216,0.4623900057800021,0.7271831350183966,0.6539234537136284,0.7227106725773021,0.6270238854149968,0.4784753149694353,0.745925485364107,0.5599178519947831,0.6911291835226475,0.5554069944617899,0.6138044219655758,0.7825656150607657,0.604905002639643,0.5825839197517967,0.6173312917272958,0.5273114079147225,0.5269736147407433,0.3676717103190019,0.6932082100742505,0.7518976686312016,0.4101511283511252,0.693526015472045,0.6498632905283361,0.6466772484123555,0.5148654258857612,0.5682253049374065,0.4368093376485138,0.4004367526598298,0.539754411105191,0.4544419436449624,0.6673281475438863,0.7988699610677105,0.8311977542294899,0.5619498649870732,0.8133361097589187,0.7006346717575573,0.7167328528728999,0.7453948083752175,0.7284828750295571,0.6435284341022851,0.6974249767225763,0.6056143277878594,0.6611587355787346,0.7562119522363656,0.6979397709766381,0.6749902989372321,0.8204088115707723,Bom
20,146,0,N,4.756203,0.5,0,2.953885,0.5,1,4.810493,0.6,0,4.781894,0.5,1,4.636921,0.4,0,0.5683400228358151,0.5108952138615751,0.48993879379862454,0.5201476564474194,0.7590986988993697,0.6507259486691866,0.5876567852573015,0.771109085896611,0.5115541954915547,0.46277822985100314,0.6665972578533218,0.6012387013578786,0.7067235818945947,0.6246799311616875,0.4361797431189465,0.7231296400176079,0.5444087298102129,0.6532486340569015,0.5570544959150561,0.6032020669035939,0.7884599264121853,0.5917549080415088,0.6201903834151549,0.6023345421969001,0.5718323593990471,0.5227996391311728,0.38440248294714696,0.6597462797316495,0.6507137864530894,0.4038354362380563,0.6634496397694735,0.6278558643323061,0.6121804501975494,0.5354977910030586,0.5473848013750973,0.431569515200139,0.38789450756591903,0.5415632423174317,0.44467650872563813,0.6909536666243796,0.8067673058944322,0.8256841821470938,0.6086007987713387,0.8334471238498217,0.7253325131563362,0.7371594865326655,0.7571722286105292,0.754867885622001,0.6597186265510998,0.7380983274743402,0.6463084424877797,0.6815603978653814,0.7441288689088121,0.7061788477236306,0.65377268912006,0.8186819060311548,Bom
21,42,0,N,5.277084,0.5,0,2.96716,0.3,1,5.408418,0.7,0,4.951631,0.9,1,4.721217,0.5,0,0.6133520822775991,0.5207705768360489,0.512797325091847,0.4962747230708041,0.7347319016643066,0.6366406357106811,0.6152497923194351,0.7602712746045703,0.5812411581679298,0.47273291857347177,0.6090203386735855,0.6009697625529874,0.6280360925824501,0.6234795640084089,0.4638219273887505,0.7784780063610921,0.5088545853743504,0.6997831154099508,0.5314382940601964,0.629283191563436,0.8225879864551464,0.6190762482482066,0.6843627836429494,0.6691311305568385,0.5500932126169014,0.6079981083182598,0.4795443238838336,0.6997181107809044,0.7081181301322501,0.36026846867053364,0.6694610980397673,0.6490303769713243,0.6634363540408936,0.4743334057262005,0.4912764405714848,0.3703905482751343,0.40225785321243623,0.46048996801001923,0.37642511529249334,0.7398193539708429,0.8218678012182761,0.7951774489788458,0.6089446300648825,0.8418322864796344,0.6981659753086924,0.740776115029386,0.7821742103232523,0.762986947253894,0.6275762154207225,0.7183781782620815,0.6597204934287163,0.6314174049063849,0.7579254091857704,0.6935201293064005,0.6818012765589656,0.8211821549621942,Bom
22,92,0,N,4.629248,0.5,1,3.914694,0.5,1,4.65773,0.7,0,4.962328,0.5,1,4.46659,0.3,0,0.6363679134009177,0.5034843926457153,0.42266304462643,0.5727556729428123,0.8340380117956001,0.6208810304457275,0.5998097920744362,0.7590947795020575,0.45455495705900006,0.45169299989847184,0.7020440612316368,0.6466292830036301,0.735015736553832,0.6246999972952457,0.5424307889172263,0.6679378273432123,0.5208505746061968,0.6528255127478464,0.5009241542541666,0.5375700803126898,0.6888864628756558,0.5205354002014094,0.5009103725346095,0.5633619340392955,0.5078211792930286,0.4927409182970279,0.3625729449553386,0.6808595668569292,0.6444362603344714,0.5009342098421108,0.6314963331129769,0.659328012089643,0.5867001783117664,0.5519670651303905,0.6554404029616576,0.5208611706103254,0.4480147864694503,0.6181477357251829,0.547939669924728,0.6257333601836049,0.7442969543262073,0.8099969517520917,0.5999683809416411,0.7638203179796745,0.6029998795626457,0.665615113362002,0.7121045938232151,0.6823874323413657,0.6368072369453464,0.6973333642571611,0.6222482542350887,0.6798821415623517,0.7852994145302644,0.6591417909311676,0.6633382153307484,0.8240787534367765,Bom
23,74,0,N,4.692321,0.3,0,2.839957,0.5,0,4.92603,0.5,0,4.625752,0.3,0,4.340067,0.7,1,0.5878585284216362,0.5412591116866846,0.48090566997810946,0.4994012568598595,0.8054943202022975,0.6698822554010933,0.5673314843112942,0.7347679258855224,0.5182448312518302,0.46062517927781793,0.6243036265013188,0.5564492926908129,0.6710901789478527,0.6022892830568649,0.46019121207975033,0.6584400846778616,0.5368964051400702,0.6470005441123504,0.5262174663307886,0.5753018549098066,0.7306888703865122,0.5764369835990609,0.5827857690349593,0.5457067952873751,0.5184421788710499,0.4710787079861308,0.3477231413001196,0.6079307621745509,0.6014525666712406,0.4001798490107491,0.6160604339992999,0.5857196454903033,0.5754125340561118,0.55749633399845,0.5704694528780114,0.48800402492647066,0.4259348670697788,0.5633145695361021,0.46677531156194135,0.6392978617887939,0.7399015626421278,0.8041510434996717,0.535756838714276,0.7616661917550005,0.6656661224842203,0.6870118875786722,0.67853356733438,0.7364125201387133,0.6261455732791978,0.6860549002621923,0.6265449025286357,0.6552118217027498,0.7495691436391205,0.6995809442961073,0.6599364058845636,0.8075360179969615,Bom
